,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,103_number_own_fridges,145_number_direct_competitors,24_burnout,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,172_supplier_frequency,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop
0,2,0.0,4,2.0,2.0,2.5,3.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Eugene’s Compostura,Tailor,yes,no,no,POS system (i.e. computer + bar code scanner + printer),yes,yes,2021-04-12,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,no,no,20%,Software especializado,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semestralmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Tamaño",Solicitar tiempo al cliente para conseguir el producto,0,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
1,0,4.0,8,1.0,1.0,2.5,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Frutas y verduras Angy,Grocery store (aka. nanostore),no,yes,yes,Dataphone (i.e. card payments),yes,yes,2012-08-12,Aumentó 15%,No cambió,yes,No lo hago,No lo hago,Se lleva al día ,no,no,yes,WhatsApp,"Efectivo,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,20%,Software especializado,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semestralmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
2,0,0.0,24,2.0,2.0,2.5,0.0,4.2,0.0,10.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Libélula ,Grocery store (aka. nanostore),yes,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer)",yes,yes,2022-08-12,No cambió,No cambió,yes,En Excel,Software especializado + computadora,Se lleva al día ,no,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Software especializado,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Perder la venta,10%,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
3,0,0.0,2,1.0,1.0,2.5,4.0,4.2,0.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Quality fix,Grocery store (aka. nanostore),no,no,no,POS system (i.e. computer + bar code scanner + printer),yes,yes,2008-11-12,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,Llamada a Teléfono fijo,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Teléfono,no,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Ofrecer un producto sustituto,0,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
4,0,0.0,16,0.0,0.0,2.5,0.0,4.2,1.0,15.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Artesanías Los Pinos,Grocery store (aka. nanostore),yes,no,no,Smartphone,yes,yes,2007-10-12,No cambió,No cambió,yes,En papel,En papel,Se lleva al día ,yes,no,yes,Llamada a Teléfono celular,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Teléfono,yes,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Mensualmente,Venta cruzada (e.g. cereal + leche),"Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",0,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
5,0,1.0,2,1.0,1.0,1.0,2.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,La fête,Cafeteria,no,no,yes,"Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,2014-11-12,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,Llamada a Teléfono celular,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,no,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,Precio,Ofrecer un producto sustituto,40%,De acuerdo,En desacuerdo,,,,De acuerdo,,,,,no
6,1,0.0,2,2.0,2.0,2.5,0.0,4.2,1.0,30.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Yo reparo,Technology Store,yes,yes,no,Smartphone,yes,yes,2021-10-12,No cambió,No cambió,no,En Excel,No lo hago,Se lleva al día ,yes,no,yes,WhatsApp,"Efectivo,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Ninguna,Transferencia interbancaria,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,20%,De acuerdo,En desacuerdo,,,,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,no
7,0,2.0,12,0.0,0.0,2.5,6.0,4.2,1.0,7.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Miscenlánea Manolos,Grocery store (aka. nanostore),yes,no,yes,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,2021-08-12,Aumentó 50% o más,No cambió,yes,"En Excel,En papel",En papel,Se lleva al día ,no,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Software especializado,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Software especializado,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Precio","Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",20%,De acuerdo,En desacuerdo,,,,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,yes
8,0,0.0,8,1.0,1.0,2.5,2.0,4.2,1.0,15.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Mundo Ciclista,Retailer store,yes,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,2020-10-12,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Software especializado,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Software especializado,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,20%,De acuerdo,En desacuerdo,,,,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,yes
9,0,1.0,5,1.0,1.0,2.5,1.0,4.2,1.0,30.0,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Copias & Max,Grocery store (aka. nanostore),yes,no,no,Smartphone,yes,yes,2016-11-12,Aumentó 25%,No cambió,yes,No lo hago,No lo hago,Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Software especializado,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,0,De acuerdo,En desacuerdo,,,,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,yes
10,3,0.0,6,1.0,1.0,2.5,3.0,4.2,1.0,1.0,1.0,9.0,28.5,13.6,10.5,2.0,7.0,Desechables y materias primas Alondra,Grocery store (aka. nanostore),yes,yes,no,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,2010-11-12,No cambió,Dependiente ,yes,Software especializado + computadora,Aplicación móvil (i.e. App) + smartphone,Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,20%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,,Software especializado,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Refrigeración,Tamaño","Informar al proveedor,Ofrecer un producto sustituto",40%,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,no
11,1,0.0,3,1.0,1.0,2.5,4.0,4.2,1.0,14.2,2.0,9.0,28.5,13.6,10.5,2.0,3.0,Internet ,internet ,no,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,2006-11-12,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,"Aplicación móvil,Redes sociales",yes,no,30%,"Aplicación móvil,Software especializado",no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No creo que represente grandes ingresos,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Página web del proveedor,Crédito,9%+,Aplicación móvil,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Quincenalmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,yes
12,2,0.0,3,2.0,4.0,2.5,4.0,4.2,0.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,2.0,Ferretería Fénix ,Ferretería ,no,yes,no,"Analog cash register,Smartphone",yes,yes,2009-11-12,No cambió,Aumentó 15%,no,En papel,Caja registradora (análoga),Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,no,no,5%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,9%+,Ninguna,Transferencia interbancaria,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Quincenalmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,0,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,yes
13,3,0.0,1,1.0,1.9,2.5,6.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,7.0,Polleria,Butcher shop,no,no,yes,Smartphone,yes,yes,2022-06-24,No cambió,Aumentó 15%,yes,En papel,En papel,Se lleva al día ,no,no,no,"Llamada a Teléfono celular,WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Ninguna,no,no,5%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Llamada telefónica,"Consignación,Crédito,Descuento por compras anticipadas,Recompra",0,Ninguna,Efectivo,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Nunca,Precio,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",0,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,yes
14,0,0.0,2,5.0,1.9,2.5,2.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Tortas planchadas,Micro-restaurant (aka. fondita),no,no,no,Smartphone,yes,yes,2016-11-01,No cambió,No cambió,yes,No lo hago,En papel,Se lleva al día ,yes,no,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,Aplicación móvil,no,no,40%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"Llamada telefónica,Mensaje de texto (SMS)",Crédito,0,Ninguna,Efectivo,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,Refrigeración,Ofrecer un producto sustituto,20%,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,yes
15,1,0.0,3,1.0,2.0,2.5,2.0,4.2,1.0,1.0,1.0,9.0,28.5,13.6,10.5,2.0,4.0,Dulceria ,Dulceria ,no,no,no,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,2020-11-09,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,Se lleva al día ,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,Redes sociales,yes,no,40%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,,16-20%,"No creo que represente grandes ingresos,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,"Efectivo,Transferencia interbancaria",no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,Frecuencia de venta,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,yes
16,0,0.0,4,1.0,1.0,2.5,6.0,4.0,0.0,15.0,0.0,9.0,28.5,40.0,10.5,2.0,1.0,Acuario y mascotas ,Pet store,yes,no,no,"Security cameras,Smartphone",yes,yes,2020-02-20,No cambió,Disminuyó 25%,yes,En Excel,"Aplicación móvil (i.e. App) + smartphone,Caja registradora (análoga)",Se lleva al día ,yes,yes,no,"Redes sociales (e.g. Facebook, Instagram)","Aplicación móvil (e.g. CODI),Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",,no,2-5%,,Tarjeta de débito y/o crédito,"Aplicación móvil,Redes sociales",yes,no,40%,Software especializado,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,16-20%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"Email,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Software especializado,Transferencia interbancaria,yes,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Frecuencia de venta,Tamaño","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,yes
17,2,2.0,3,3.0,2.0,2.0,6.0,4.2,1.0,1.0,2.0,9.0,28.5,2.0,2.0,2.0,4.0,Tortas cue,Micro-restaurant (aka. fondita),no,no,no,Smartphone,yes,yes,2015-11-09,No cambió,Aumentó 25%,no,No lo hago,No lo hago,Se lleva al día ,no,no,yes,"Llamada a Teléfono celular,WhatsApp",Efectivo,,no,2-5%,,Tarjeta de débito y/o crédito,"Aplicación móvil,Redes sociales",yes,no,30%,Ninguna,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,No quiero involucrarme con la tecnología,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Llamada telefónica,"Crédito,Descuento por compras anticipadas",0,Ninguna,Efectivo,yes,"Aumentar la variedad de productos.,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,Refrigeración,Ofrecer un producto sustituto,0,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,yes
