,_latitude,_longitude,arrival_of_the_freight_vehicle,number_of_operators,departure_of_the_freight_vehicle,number_of_available_trolleys,maximum_number_of_vehicles_in_the_traffic_jam,_record_id,_title,_server_updated_at,_updated_by,_geometry,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
0,19.05689338,-98.23348947,14:00,1,14:10,1,5.0,4408a234-9585-46fe-9b16-96c0faaf6db8,"73 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 22:15:04 UTC,Salomon Abdala Perez,SRID=4326;POINT(-98.2334894708 19.0568933787),KB-7050-A,Ricolino,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=aaca78a2-7a7f-4add-82c9-2168f1091faa,Street - next to the curbside,no,no,Side,yes,no,no,no
1,19.05684943,-98.2334839,13:50,2,14:10,1,5.0,673cd0e3-7290-4c4d-a57f-096d16b78141,"72 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 20:41:39 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.233483903 19.0568494313),XC8687A,Marinela,Delivery,Heavy duty truck,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=4db797db-3207-4f82-8945-a9441df2ea9c,Street - next to the curbside,no,no,Rear,no,no,no,no
2,19.0596775,-98.2339161,11:47,1,12:13,0,5.0,04e64464-3fbd-4ce1-99d8-5364e1567e8c,"4510 Vía Volkswagen
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 18:02:57 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339161 19.0596775),SM 20745,La fete,Delivery,Pick-up,yes,"""Bakery (bread, cookies, cakes, etc.)""","https://web.fulcrumapp.com/photos/view?photos=21438aa4-1f8a-476d-8cda-472e09fb8310,eb001ba0-2d3f-4c6d-87d0-c57dd8977272",Street - next to the curbside,no,no,Side,no,no,no,no
3,19.0626948,-98.2285674,11:45,1,11:53,2,5.0,d0a6568d-cf8f-48fd-ad3d-007e79f4ae6b,"4501A Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2285674 19.0626948),SP35169,Barcel,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)"",Nonfood","https://web.fulcrumapp.com/photos/view?photos=11d0ef93-3df4-48ef-b02d-e9b9262ca291,3af68fe4-0028-4912-9ca0-3444607faf82",Street - next to the curbside,yes,no,Rear,yes,no,no,no
4,19.0627239,-98.231397,11:41,2,12:00,2,5.0,eff15823-b1f2-4e82-afb2-2195635d1406,"4717 Avenida Reforma
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.231397 19.0627239),SN89460,Barcel,Delivery,Light truck or Van,no,sillas y mesas para eventos,https://web.fulcrumapp.com/photos/view?photos=cdfd5574-3cd3-44ec-89dd-ad7c9c3a8267,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
5,19.0593853,-98.232277,11:00,2,11:26,3,5.0,be5a8b55-ad05-4c32-8f62-7e0d20061cfc,"55 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:32:23 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.232277 19.0593853),SN16796,Barcel,Delivery,Heavy duty truck,no,muebles,https://web.fulcrumapp.com/photos/view?photos=ff816ee4-5fda-4906-b523-8c483e733de0,Street - next to the curbside,no,no,Rear,no,no,no,no
6,19.0610519,-98.2314082,11:19,1,11:40,1,5.0,9e629bb4-3fad-40b6-bccb-0970d8af1d0a,"247 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:25:22 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2314082 19.0610519),SN24486,Agua inmaculada,Sales & delivery,Automobile,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=62b31e4c-55c1-4dfe-b1d2-5ae973923fc4,59baef3b-eeec-4e24-8848-95e17595ea30",Street - next to the curbside,no,no,Rear,no,no,no,no
7,19.057338,-98.2243023,09:30,3,11:20,2,5.0,8fdc5c5d-9113-4ca1-bb8a-a53b6dc1a65a,"3133 Tetela
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:03 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2243023 19.057338),RR6807A,Lala,Delivery,Heavy duty truck,yes,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=3af1d0b8-3604-48a8-a749-31b717f7a891,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
8,19.057425,-98.2241354,10:40,2,10:55,2,5.0,94dd77e9-0bf9-483c-983f-df71c4b9f45a,"3319 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:02 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2241354 19.057425),XB0704A,Pilgrim,Delivery,Heavy duty truck,yes,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=11ced2c2-4230-4149-ad64-adc212b4ed39,Street - next to the curbside,no,no,Rear,no,no,no,no
9,19.0531093,-98.2297262,10:37,3,11:00,2,5.0,cda7b134-7827-4830-9337-53f46be4f8b4,"152 Calle Tehuacán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:56:51 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2297262 19.0531093),XA 1445 A,Coca colá ,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=a9e45d4d-683f-4967-8210-2a8c7dfb6452,50130c64-df8e-4eab-a2ba-0ee946c308e6",Street - next to the curbside,no,no,Side,no,no,no,no
10,19.0620703,-98.2274024,10:28,1,10:30,1,5.0,4fb92be5-f7f8-40ff-b4fe-d2d1e429ba13,"43 Calle 43 Norte
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:54:10 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2274024 19.0620703),XA49337,Coca colá ,Sales & delivery,Light truck or Van,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=cfb4110f-f1f0-4627-86d1-8aa5a56187a0,On top of a sidewalk,yes,no,Rear,yes,no,yes,no
11,19.0517539,-98.2326791,10:35,2,10:55,0,5.0,cbaab095-ad31-4145-804b-ddc218681802,"3916 Avenida 21 Poniente
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:45:34 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2326791 19.0517539),SP 28 423,Coca colá ,Sales & delivery,SUV,no,"""Non-alcoholic beverages (water, soda, etc.)"",""Personal care (shampoo, soap, etc.)""",https://web.fulcrumapp.com/photos/view?photos=4b4958e0-cd81-45dd-9f51-4de70b3cb699,Street - next to the curbside,no,no,Side,no,no,no,no
12,19.0529867,-98.2339776,10:22,1,10:43,0,5.0,68b5ecad-36b0-4172-b2b3-43aebd0485ec,"1906 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:40:10 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2339776 19.0529867),SN 91 675,Coca colá ,Delivery,SUV,no,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=84b6a4c7-d2af-4c59-afe5-a9989248d42d,Store's garage,no,no,Rear,no,no,no,no
13,19.0611275,-98.2255224,09:50,1,10:30,1,5.0,dc61d831-a0d0-448f-92fd-bfc60d449cf6,"3910 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:28:11 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2255224 19.0611275),SN70204,Coca colá ,Sales & delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=381f3a8f-5597-4224-b401-c0dc3e37a29e,Public parking lot,no,no,Rear,no,no,no,no
14,19.0553701,-98.2301393,10:11,4,10:38,1,5.0,3b19bb47-17f0-4d33-aa27-cf6890bacfe5,"Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:23:43 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2301393 19.0553701),Sn 16767,Eventos galish,Delivery,Light truck or Van,no,Nonfood,"https://web.fulcrumapp.com/photos/view?photos=27325c36-4be5-4bab-9fd5-9dbfac54646c,77a09826-5a2a-4bbe-b134-5068f27db12a",Street - next to the curbside,no,no,Rear,no,no,no,no
15,19.0590599,-98.2282945,09:56,1,10:20,1,5.0,7269f28f-ed3a-4c30-841a-11d82e5c0c5f,"28a San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 16:01:34 UTC,Luis Gerardo Ramírez Lastra,SRID=4326;POINT(-98.2282945 19.0590599),SP30072,Eventos galish,Sales & delivery,Light truck or Van,no,Flores,https://web.fulcrumapp.com/photos/view?photos=df299222-b5c8-45d4-ada6-5e4fb5970f0a,Public parking lot,no,no,Rear,no,no,no,no
16,19.0532046,-98.2271538,09:46,1,10:06,0,5.0,2b8a179a-521c-4ee3-a5ef-241fd1972b01,"45 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:00:49 UTC,Juan Carlos Bejarano Moreno,SRID=4326;POINT(-98.2271538 19.0532046),809 WNH,Breaking Bread Coffee,Delivery,Pick-up,no,"""Bakery (bread, cookies, cakes, etc.)""","https://web.fulcrumapp.com/photos/view?photos=19609d92-a82c-4614-be2c-83706d3e197b,80c8596c-31c3-49b8-9618-02a94038c166",Public parking lot,no,yes,Side,no,no,no,no
17,19.02015966,-98.21704124,09:26,2,09:32,1,5.0,26c5673b-0e90-44a0-adc5-824be90e7ac4,"5535 Calle 5 Sur
Puebla PUE 72440
MX",2022-11-12 15:37:22 UTC,José Zapata,SRID=4326;POINT(-98.2170412377 19.0201596556),SP01581,Sabritas,Sales & delivery,Light truck or Van,no,Chips,https://web.fulcrumapp.com/photos/view?photos=e671d331-58c5-4c14-b8e0-cdc95afcb6da,Street - next to the curbside,no,no,Rear,no,no,no,no
18,19.04588903,-98.20349839,12:22,2,12:28,1,5.0,3aa26fc8-4373-4387-ac50-4f7b0d417107,"535B Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2034983859 19.045889033),XE7105A,Coca-Cola,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=495c20ae-4597-40a4-92e0-190785243a68,ea468fa0-f0de-4d5d-8ad1-b554085954a5",Double lane,yes,no,Side,no,no,no,yes
19,19.04531074,-98.19865255,11:00,2,11:19,2,5.0,be55ca05-95dc-4215-ad31-e3bc3549320e,"105 5 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.1986525472 19.0453107361),SK-19-310,Coca-Cola,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=9c8ab57b-81e3-4487-b925-49e3f6854083,Street - next to the curbside,no,no,Side,no,no,no,no
20,19.018541,-98.21787,10:31,4,10:52,1,5.0,01b3d7bf-80bc-4a18-9ca2-0063a7164ef0,"5756 Calle 5 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-12 15:10:59 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.21787 19.018541),HJ5434F,Marinela,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=25658429-a719-4125-ae22-077620c6f2ac,Street - next to the curbside,no,no,Rear,no,no,no,no
21,19.04598987,-98.20371095,12:52,1,13:02,1,5.0,5288fd44-2899-4765-9195-3f866d2e6d45,"709–725 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:10:59 UTC,Martínez Edwin Alejandro,SRID=4326;POINT(-98.2037109509 19.0459898685),SP28323,Peñafiel,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=dfdc13f4-1ff7-409a-a21b-bc194e5f8838,Public parking lot,yes,no,Side,no,no,no,no
22,19.04596103,-98.20364758,18:00,1,18:15,0,8.0,ced463ec-22a6-4e79-964d-b348817e1098,"535b Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-12 02:44:45 UTC,Diego Hernán López L,SRID=4326;POINT(-98.2036475837 19.0459610286),SN-91-966,Peñafiel,Delivery,Light truck or Van,no,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=5f377d97-8aeb-4d1b-823b-8d9ab6167882,Street - next to the curbside,yes,no,Rear,no,no,no,yes
23,19.04552902,-98.1941044,16:17,1,16:26,1,5.0,d1662ccd-4787-4c38-969a-a9e8a01ad1c2,"6 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-12 02:03:44 UTC,Sandra Carreón,SRID=4326;POINT(-98.1941044021 19.045529019),SP40994,Marinela,Delivery,Light truck or Van,yes,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=2a88e44f-e66e-48e7-94cb-7666e731c8dc,Street - next to the curbside,yes,no,Rear,no,no,no,no
24,19.04621108,-98.19373783,15:55,1,16:16,0,5.0,9b4fc2c6-6f9d-4a64-99ea-7482533c4536,"Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-11 22:24:51 UTC,Sergio Licea,SRID=4326;POINT(-98.1937378272 19.04621108),SP-14-380,Pepsi,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=6a429264-14a8-4741-ae6e-0966d4f4e0e9,Double lane,no,no,Side,no,no,no,no
25,19.06515002,-98.31301231,16:29,3,16:31,2,5.0,1ad48cb6-aed4-47cd-bf9d-526abe05c96a,"Coclovía 9 Sur
Cholula PUE 72764
MX",2022-11-11 22:11:31 UTC,Harry Hernández,SRID=4326;POINT(-98.3130123128 19.0651500243),"SL81570
",Corona,Delivery,Heavy duty truck,no,"""Alcoholic beverages (beer, liquor, etc.)""",https://web.fulcrumapp.com/photos/view?photos=cb8d07ff-38f1-4564-a728-14423b01459a,Street - next to the curbside,no,no,Side,no,no,no,yes
26,19.06400941,-98.31154904,15:50,1,15:55,0,5.0,d30cea2f-d083-4f94-9858-b3ef0cb6ecab,"526 Avenida Miguel Hidalgo
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,SRID=4326;POINT(-98.3115490359 19.0640094081),80TEL7,Presto ,Delivery,Motorcycle,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=e6a4cf0e-fa66-46ac-b6ab-c1e3c91656c4,Street - next to the curbside,no,no,Side,no,no,no,no
27,19.06428128,-98.31151052,15:52,3,16:05,2,5.0,fed369a3-9e0e-4c42-acca-200c6dd60a2a,"3A Calle 7 Norte
Cholula PUE 72764
MX",2022-11-11 22:11:30 UTC,Harry Hernández,SRID=4326;POINT(-98.3115105239 19.0642812755),SN26042,Coca Cola ,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=e39a07c5-0576-4cd8-8016-a1369cea854b,Street - next to the curbside,no,no,Side,no,no,no,no
28,19.0598333,-98.30646,16:24,1,16:32,1,5.0,56aee666-7420-474e-9056-0995e085b806,"17 Avenida 5 Oriente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:32 UTC,José Varela,SRID=4326;POINT(-98.30646 19.0598333),Lb92523,Bonafont,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=0d5725aa-8533-4bb1-8a7f-864db8d84bec,Street - next to the curbside,no,no,Side,no,no,no,no
29,19.0656,-98.31059,15:22,2,15:34,1,5.0,5f349557-fb6f-4847-be1d-a517f1d78c88,"512 Avenida 4 Poniente
Cholula Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,SRID=4326;POINT(-98.31059 19.0656),Sk94616,Sabritas,Delivery,Heavy duty truck,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=c3450179-141c-40d1-984b-f817119f12c0,Street - next to the curbside,no,no,Rear,no,no,no,no
30,19.0640329,-98.309745,15:05,2,15:21,2,5.0,cff61d15-ca2d-470f-b660-ae64a9d12615,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:31 UTC,José Varela,SRID=4326;POINT(-98.309745 19.0640329),SN20719,San Antonio,Delivery,Light truck or Van,yes,"""Dairy (milk, cheese, etc.)""",https://web.fulcrumapp.com/photos/view?photos=470c0d50-896d-4ec3-8f53-daf7b28419a8,Public parking lot,no,no,Rear,no,no,no,no
31,19.0639638,-98.3097392,15:09,2,15:20,2,5.0,71a4e11f-847b-4e41-9cb6-0ccfb7a01807,"501A Avenida 2 Poniente
De Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,SRID=4326;POINT(-98.3097392 19.0639638),SJ67008,San Antonio,Delivery,SUV,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=854cd905-e6bd-4571-8a98-b01bf5260190,Street - next to the curbside,no,no,Rear,no,no,no,no
32,19.0612967,-98.3110767,14:47,1,15:00,1,5.0,115bf098-e947-4d09-ad07-9ad579164c35,"506 Calle 5 Sur
Cholula Puebla 72760
Mexico",2022-11-11 22:08:30 UTC,José Varela,SRID=4326;POINT(-98.3110767 19.0612967),LE83024,Marinela,Delivery,SUV,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=120b6abb-6453-4747-a233-f857df6878f9,Street - next to the curbside,no,no,Rear,no,no,no,no
33,19.0638883,-98.3092333,16:15,2,16:35,0,5.0,1f2c3241-509a-4d91-a433-1a15e96fd24b,"316 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,SRID=4326;POINT(-98.3092333 19.0638883),LE83024,Príncipes Marinela,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=80eaf97e-799e-4c0f-aad0-b0d852ea57e1,Street - next to the curbside,no,no,Rear,no,no,no,no
34,19.063999,-98.3093346,16:08,2,16:30,1,5.0,2a23ed7d-dbe7-490f-b61d-cea9b0ae028e,"286 Avenida 2 Poniente
San Andrés Cholula Puebla 72760
Mexico",2022-11-11 22:08:29 UTC,José Varela,SRID=4326;POINT(-98.3093346 19.063999),SP 13 463,Príncipes Marinela,Delivery,Light truck or Van,no,Produce (fruits & vegetables),https://web.fulcrumapp.com/photos/view?photos=6797091c-a5c4-487e-ac3c-1cb82e7a848f,Public parking lot,no,no,Rear,no,no,no,no
35,19.0656979,-98.3107461,15:52,3,16:00,1,5.0,6f431744-a51b-4b36-b33f-13fb860ef131,"403 Calle 7 Norte
Cholula Puebla 72764
Mexico",2022-11-11 22:08:28 UTC,José Varela,SRID=4326;POINT(-98.3107461 19.0656979),SP14239,Pepsi,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=4b89d877-0c72-4dd4-bd55-4473434e67c4,Street - next to the curbside,no,no,Side,no,no,no,no
36,19.0618411,-98.3067634,15:45,2,15:55,2,5.0,56562b58-bfeb-4165-8e3b-7bc0a5a224cf,"No 1 1 Avenida Morelos
Cholula Puebla 72760
Mexico",2022-11-11 22:08:27 UTC,José Varela,SRID=4326;POINT(-98.3067634 19.0618411),SN26042,Coca Cola,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=41013b7c-a95c-40f9-ae85-c26a974dcb64,Street - next to the curbside,no,no,Side,no,no,no,no
37,19.0183171,-98.21557604,15:53,1,15:59,0,5.0,830c044c-e22c-4754-994c-6f42f69bf133,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:47 UTC,Manuel Flores,SRID=4326;POINT(-98.2155760378 19.0183170953),NFP-71-65,Bonafont,Sales (usually small car or motorcycle),Automobile,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=7fcdb903-3db6-4be1-8e59-4b964fcc8385,Street - next to the curbside,no,no,Rear,yes,no,no,no
38,19.01827283,-98.21559178,15:36,1,15:42,0,5.0,a7c85035-e5ea-467d-a130-9b6fdd72cb9a,"5751–5759 Calle 3 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,SRID=4326;POINT(-98.2155917826 19.0182728319),94TEH3,Peñafiel,Delivery,Motorcycle,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=832ae30d-5641-43d8-8cac-7584bbfaccb5,5b2062fa-72c8-4ede-a4f6-9d028d96783c,ced33d41-82c5-445a-afce-ecc584d83b6d",Street - next to the curbside,no,no,Side,yes,no,no,no
39,19.0155334,-98.21561694,15:15,2,15:21,2,5.0,05a48de5-9458-441c-b96b-9a22c187d974,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 17:23:46 UTC,Manuel Flores,SRID=4326;POINT(-98.2156169415 19.0155333985),LE-18461,Bonafont,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=00893872-297e-4887-b0d9-e0d8cc9bce45,cf553b03-9df9-4535-ab5d-7bb08c6f54b6",Street - next to the curbside,no,no,Side,yes,no,no,no
40,19.018353,-98.215618,15:57,1,16:05,1,5.0,c57f43e8-8c23-4da5-b220-ff9b00e6b020,"115 Calle Tamaulipas
Puebla de Zaragoza PUE 72440
MX",2022-11-11 13:42:27 UTC,José Zapata,SRID=4326;POINT(-98.215618 19.018353),SN42550,Chispagua,Delivery,Light truck or Van,no,"""Non-alcoholic beverages (water, soda, etc.)""",https://web.fulcrumapp.com/photos/view?photos=9297dae6-8d1d-400f-abbf-eecf6848ef28,Double lane,no,no,Side,yes,no,no,yes
41,19.04734673,-98.2042665,11:19,1,11:35,1,5.0,af1d6ac9-3e31-42de-a4d2-873c080b8766,"730 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,SRID=4326;POINT(-98.2042665035 19.0473467298),SP35259,Ricolino ,Delivery,Light truck or Van,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=623ceba5-41a6-41f5-9a2d-2c488af63626,On top of a sidewalk,no,no,Rear,no,no,no,no
42,19.04881606,-98.20005555,10:15,4,10:41,0,5.0,9eac0dba-fb4b-4947-ba68-c406dadb6887,"605 Calle 5 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-11 05:09:33 UTC,Sandra Carreón,SRID=4326;POINT(-98.2000555478 19.04881606),WZ3038A,Ricolino ,Delivery,Pick-up,no,"Nonfood,Other",https://web.fulcrumapp.com/photos/view?photos=a3aa70a9-a8a4-4d4a-83a9-128d96dd318d,Store's garage,no,no,Rear,no,no,no,no
43,19.02267326,-98.24912536,12:41,3,13:04,1,5.0,81e9e876-3b3c-4376-a359-7ae4df145f0b,"1826–1832 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:43:51 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2491253597 19.0226732567),LB62119,Nestle ,Delivery,Light truck or Van,yes,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=249fd9de-9bb2-4684-9b83-f2f657d5dab1,Street - next to the curbside,yes,no,Side,no,no,no,no
44,19.02859849,-98.24905939,23:40,2,12:02,0,5.0,54af96d2-2503-43ba-9fd5-55a3a132033f,"11 Privada la Quinta
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:40:28 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.249059394 19.0285984919),LC08082,Danone,Delivery,Light truck or Van,yes,"""Dairy (milk, cheese, etc.)""","https://web.fulcrumapp.com/photos/view?photos=360c7e9d-10f5-496e-b6df-96dbcd7ec1ab,b08481e6-0904-4026-909c-b6a3c4fd0538",Street - next to the curbside,yes,yes,Rear,no,no,no,no
45,19.03058484,-98.24607678,13:26,1,13:38,0,5.0,f4a602ca-651b-426d-9f76-26235729023d,"123 Boulevard Andromeda
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 21:29:21 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2460767776 19.0305848388),SN56338,Pipa de agua ,Delivery,Heavy duty truck,no,Water,https://web.fulcrumapp.com/photos/view?photos=1a88ef15-3b76-4bee-a6a7-77867727e06b,Double lane,yes,no,Rear,no,no,no,no
46,19.03191336,-98.2501926,15:00,2,15:21,1,5.0,4f30ea03-1942-41d6-8a0c-784d5d42018a,"123 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:28:26 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2501925963 19.0319133618),LB99390,Bonafont ,Delivery,Heavy duty truck,no,"""Non-alcoholic beverages (water, soda, etc.)""","https://web.fulcrumapp.com/photos/view?photos=57107ff9-da75-410a-bac3-11426b7f415a,da5c7616-88fb-4200-b042-e21a85e83e33",Street - next to the curbside,no,no,Side,no,no,no,no
47,19.02608248,-98.24929073,14:09,2,14:23,2,5.0,78332301-b37b-4907-af54-ab5447d68b98,"122 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 21:24:53 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2492907345 19.0260824818),SM69777,Bimbo,Delivery,Heavy duty truck,no,"""Bakery (bread, cookies, cakes, etc.)""",https://web.fulcrumapp.com/photos/view?photos=25f67a0e-0f90-4963-9224-4548c607d7b9,Street - next to the curbside,yes,no,Rear,no,no,no,no
48,19.03195977,-98.24869562,13:15,2,14:18,0,5.0,4770c182-25c2-45c5-b037-af1e91e6bf39,"820 Calle Andrómeda
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 20:20:00 UTC,Leoncio Mora Díaz,SRID=4326;POINT(-98.2486956194 19.0319597687),SM61748,Sabritas,Delivery,Heavy duty truck,no,Chips,"https://web.fulcrumapp.com/photos/view?photos=68716523-893a-489d-bb55-500a75785be3,cbdce283-0c07-471d-a75e-9ed8bcbc2ca9",Street - next to the curbside,no,no,Side,no,no,no,no
